,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
,2.0000000e+00,3.5582908e+00,3.9588304e+00,1.9893002e+00,2.9061742e+00,2.6207268e+00,3.7555169e+00,4.1181153e+00,5.0630645e-01,3.8441045e+00,3.2211127e+00,5.3032139e+00,4.0189274e+00,4.6998010e+00,3.4014762e+00,3.4761293e+00,4.6305253e+00,3.9510728e+00,3.3335660e+00,3.3114842e+00,3.2376551e+00,4.6645401e+00,3.3024654e+00,5.0791899e-01,3.3566346e+00,4.5328150e+00,1.6035989e+00,1.2137379e+00,3.1651885e+00,2.6322183e+00,3.4037066e+00,2.6810190e+00,4.5096940e+00,3.8218010e+00,2.8035265e+00,1.4923417e+00,3.1537978e+00,2.5444222e+00,3.3749348e+00,2.4803004e+00,4.2482474e+00,2.8188954e+00,4.0296045e+00,2.8072462e+00,2.8372552e+00,4.4734491e+00,3.8136058e+00,3.9687188e+00,5.3665429e+00,1.0808418e+00,1.4670111e+00
,1.0000000e+00,2.2578355e+00,1.9604812e+00,1.2151543e+00,3.2748623e+00,3.3284191e+00,2.6239755e+00,5.2350318e+00,4.2517236e+00,3.2419137e+00,2.4800637e+00,1.2910900e+00,3.6501564e+00,3.7982369e+00,3.6856577e+00,2.3474229e+00,4.9165001e+00,2.2241403e+00,2.5931252e+00,3.5809738e+00,4.2306246e+00,2.4993803e+00,3.3291280e+00,2.3235415e+00,2.3836752e+00,3.9921511e+00,4.1773564e+00,1.5803907e+00,3.9732256e+00,1.9719197e+00,2.4951833e+00,3.1288298e+00,3.0895524e+00,2.9220762e+00,3.6852523e+00,3.6168999e+00,1.9908849e+00,1.9665085e+00,3.2990814e+00,2.4901835e+00,3.6310217e+00,4.5632877e+00,3.6805969e+00,5.5208822e+00,2.8271152e+00,3.6787191e+00,3.3930092e+00,3.8191047e+00,2.8060312e+00,3.3265331e+00,1.4530793e+00
,2.0000000e+00,3.4899077e+00,1.9214225e+00,4.1999990e+00,3.0059722e+00,1.4474861e+00,3.8709664e+00,2.2504413e+00,2.7149393e+00,3.8490728e+00,3.8585237e+00,1.8564730e+00,2.9765146e+00,1.3289622e+00,3.5509040e+00,3.7092242e+00,2.2029535e+00,2.6688530e+00,3.4784019e+00,1.8935750e+00,3.3333546e+00,2.5516516e+00,2.7462261e+00,1.5014166e+00,2.8434730e+00,3.6050996e+00,3.1588192e+00,2.1717074e+00,3.9221312e+00,1.4930561e+00,2.8546476e+00,2.4190207e+00,2.7725186e+00,2.7824144e+00,3.0695870e+00,4.5212040e+00,2.6512182e+00,2.2392395e+00,3.2753286e+00,2.4625606e+00,1.4523850e+00,5.1420478e+00,3.3128708e+00,2.7507182e+00,2.4482519e+00,2.6033208e+00,3.0182500e+00,2.4257810e+00,2.4163782e+00,2.8789443e+00,3.0515319e+00
,2.0000000e+00,1.0130696e+00,3.5858817e+00,2.0528838e+00,1.1010929e+00,2.0804199e+00,2.0339865e+00,2.2015565e+00,2.0043046e+00,4.0546819e+00,2.1042690e+00,2.3981691e+00,3.7614889e+00,2.2332786e+00,2.0291749e+00,3.7521693e+00,1.8260944e+00,2.7767453e+00,3.7993895e+00,2.3834601e+00,3.4244669e+00,2.3339021e+00,3.1242792e+00,5.3010119e+00,3.2852966e+00,1.5604196e+00,3.6893657e+00,2.3222385e+00,1.7296927e+00,3.6803241e+00,1.6990390e+00,3.5002431e+00,3.1576795e+00,3.4003348e+00,2.4895388e+00,2.1594601e+00,3.2139781e+00,2.4000645e+00,3.1760357e+00,2.9032353e+00,2.2040600e+00,2.5900325e+00,2.1423358e+00,1.7241964e+00,2.4996379e+00,2.1988269e+00,2.5179173e+00,4.1689538e+00,2.7220477e+00,1.3282852e+00,2.0254534e+00
,2.0000000e+00,2.2618597e+00,2.7545354e+00,3.1486241e+00,3.6560809e+00,2.7029798e+00,3.0894766e+00,3.6020581e+00,2.0721185e+00,2.0662351e+00,2.2155457e+00,4.9776423e+00,1.0599094e+00,3.3327483e-01,2.6569813e+00,2.2577635e+00,4.0021467e+00,2.0146551e+00,2.8550061e+00,1.1907739e+00,2.9427804e+00,2.8131944e+00,3.4466791e+00,2.0981821e+00,1.9333658e+00,2.3137286e+00,1.8297980e+00,4.2829693e+00,2.8386882e+00,3.5342267e+00,2.6102658e+00,3.3344361e+00,5.4497144e+00,1.9616388e+00,3.3193188e+00,2.1182778e+00,3.3286707e+00,3.7711033e+00,3.5071229e+00,4.7452802e+00,3.5283915e+00,3.0116222e+00,2.8469227e+00,3.8192384e+00,4.4985534e+00,3.3944772e+00,9.1972900e-01,3.5977612e+00,2.7193180e+00,3.1641196e+00,7.0049960e-01
,2.0000000e+00,3.6325383e+00,4.4701312e+00,2.8757092e+00,1.6000722e+00,2.0369960e+00,1.9822485e+00,3.1005659e+00,3.5739698e+00,1.9036222e+00,4.1490310e+00,3.2423431e+00,2.5726976e+00,4.1218292e+00,3.3167522e+00,1.7750058e+00,2.7959655e+00,3.0707680e+00,4.0053243e+00,2.7756792e+00,4.4586188e+00,2.2710286e+00,3.2397124e+00,2.6336931e+00,2.2550123e+00,2.2804277e+00,1.5877798e+00,3.2609994e+00,3.6138657e+00,3.8371608e+00,3.9718495e+00,2.0866416e+00,3.5160260e+00,1.6033130e+00,3.6569761e+00,4.3266630e+00,3.9246754e+00,3.3228895e+00,2.8522628e+00,3.9307689e+00,3.2487488e+00,3.7809815e+00,3.2882666e+00,4.6195552e+00,3.0370865e+00,4.7469471e+00,2.6662365e+00,4.8953310e+00,4.6608720e+00,2.7198004e+00,4.5093241e+00
,2.0000000e+00,3.6037928e+00,2.3986270e+00,4.0616550e+00,4.2703757e+00,2.7848992e+00,1.6185448e+00,1.1547788e+00,3.1457733e+00,3.8514236e+00,2.7244930e+00,2.8375048e+00,1.8787867e+00,1.4669297e+00,1.4299359e+00,2.9154081e+00,2.0636560e+00,2.3376748e+00,2.7010160e+00,2.4850264e+00,3.5282091e+00,2.1238825e+00,4.4784247e+00,2.9921769e+00,2.0914488e+00,2.1466504e+00,2.1447378e+00,3.6207771e+00,3.1558805e+00,3.3938161e+00,3.2383046e+00,1.9316489e+00,1.6211667e+00,1.1692444e+00,2.7726836e+00,2.2429126e+00,2.9346641e+00,2.2756328e+00,3.2577694e+00,3.0162225e+00,2.8653378e+00,2.4500080e+00,1.1509904e+00,2.1264808e+00,2.6750608e+00,3.7536481e+00,3.3469012e+00,1.9205518e+00,4.3738603e+00,2.6466658e+00,3.6635947e+00
,1.0000000e+00,3.9557571e+00,3.3070048e+00,5.0772331e+00,7.4456135e-01,1.9491944e+00,2.0678854e+00,3.6698063e+00,2.7729606e+00,3.1723744e+00,3.4657136e+00,4.0601619e+00,3.0071644e+00,3.1875082e+00,3.1321682e+00,4.0892694e+00,3.1053416e+00,4.9543917e+00,2.0981503e+00,1.8486350e+00,2.5677746e+00,3.7391940e+00,2.5314307e+00,4.2111682e+00,2.0092430e+00,1.8344398e+00,3.1251432e+00,1.5442512e+00,4.4197895e+00,4.0706574e+00,1.8403261e+00,3.6252383e+00,3.8003527e+00,1.7820721e+00,2.6077830e+00,8.1030326e-01,4.4550080e+00,1.3865185e+00,3.2206752e+00,4.4312796e+00,4.4173819e+00,2.9598757e+00,3.3738080e+00,1.3085043e+00,2.9488055e+00,2.4776970e+00,1.4263819e+00,2.4485163e+00,2.5055601e+00,3.6987712e+00,2.6456939e+00
,2.0000000e+00,3.4388780e+00,2.5716960e+00,1.7400037e+00,2.9773224e+00,3.4822151e+00,2.2217220e+00,8.0180562e-01,3.8370585e+00,3.2972482e+00,2.9630491e+00,3.4605006e+00,2.6956087e+00,2.4659767e+00,4.5391864e+00,2.6117620e+00,2.6816804e+00,2.0454163e+00,3.1849229e+00,2.9468721e+00,2.4422445e+00,2.2927969e+00,4.6169513e+00,4.5455483e+00,3.5993014e+00,1.8605019e+00,3.0588424e+00,2.6810846e+00,3.7441703e+00,2.2029808e+00,3.1625757e+00,2.5123346e+00,3.4081010e+00,1.2241792e+00,3.1553218e+00,1.5827100e+00,3.0142435e+00,1.0961252e+00,2.7451126e+00,1.7648645e+00,3.0494523e+00,1.6557281e+00,3.5924688e+00,3.1909025e+00,5.1017112e+00,8.8334585e-01,2.9118090e+00,2.7322164e+00,1.0430461e+00,3.6310057e+00,2.7194032e+00
,2.0000000e+00,3.3308814e+00,3.4087070e+00,2.7284539e+00,2.2708856e+00,3.4160775e+00,1.6234513e+00,3.1978216e+00,1.9516922e+00,2.1186869e+00,4.6068977e+00,3.2384566e+00,2.4175026e+00,1.9453251e+00,3.6683637e+00,2.7187205e+00,3.0899363e+00,3.8803190e+00,1.8042406e+00,2.8181204e+00,3.3528397e+00,3.0659720e+00,1.7071646e+00,5.7224481e+00,2.4156855e+00,5.1358134e+00,2.8877142e+00,2.8657933e+00,2.8315743e+00,3.4843301e+00,3.3699999e+00,4.1326568e+00,1.9936235e+00,2.7269845e+00,1.8418346e+00,3.2037575e+00,9.1875919e-01,2.7639162e+00,3.2985341e+00,1.1566496e+00,2.8838235e+00,2.9298542e+00,4.1218514e+00,3.2953231e+00,3.1516118e+00,3.5118992e+00,4.4091094e+00,2.9798173e+00,2.4259868e+00,1.0837756e+00,1.1902939e+00
,2.0000000e+00,3.6953896e+00,2.7159957e+00,2.6944369e+00,2.1786940e+00,3.8146251e+00,2.3350393e+00,2.8758532e+00,2.8592599e+00,3.2030848e+00,3.6716443e+00,3.4184968e+00,2.7639691e+00,2.9203224e+00,2.3244242e+00,3.4342606e+00,3.4719903e+00,1.8314219e+00,2.8130899e+00,2.6540954e+00,2.5547852e+00,2.5708292e+00,2.7682645e+00,3.5961069e+00,3.3734548e+00,3.2629057e+00,2.8613409e+00,4.5164292e+00,2.0439959e+00,2.6350133e+00,3.2381044e+00,3.7968371e+00,3.8607021e+00,3.6094505e+00,2.8032678e+00,3.0064037e+00,2.8243271e+00,3.9818254e+00,2.8598481e+00,2.3257487e+00,1.8398993e+00,7.8515660e-01,2.2604685e+00,1.4407535e+00,3.7626619e+00,2.8668641e+00,2.1445706e+00,2.8206520e+00,3.8033280e+00,1.8423359e+00,1.6643648e+00
